id,label,title,url,hub,authority,pagerank,in_degree,out_degree,closeness,betweenness
547279195,547279195,What culture is right for you?,https://blog.gardeviance.org/2019/07/what-culture-is-right-for-you.html,0.000923053216121505,3.995420750842705e-05,0.00015319879677913305,0.0009442870632672333,0.010387157695939566,0.027096873240878155,0.0
3653733001,3653733001,A fond and final farewell,https://blog.gardeviance.org/2019/05/a-fond-farewell.html,0.0009231384902027901,7.99084150168541e-05,0.00016502629754475205,0.0018885741265344666,0.0113314447592068,0.02785083105407111,0.0009679388658916016
28952583,28952583,An introduction to Wardley (Value Chain) Mapping,https://blog.gardeviance.org/2015/02/an-introduction-to-wardley-value-chain.html,0.0008392817569958603,0.04324451324975727,0.04659168100749022,1.0,0.017941454202077434,1.0,0.019019321886455876
283084666,283084666,Why would Bezos buy the Washington Post?,https://blog.gardeviance.org/2013/08/why-would-bezos-buy-washington-post.html,0.0008337928113068597,0.043244750815926804,0.04606583277159021,1.0,0.014164305949008499,1.0,0.05012337613268335
1432840654,1432840654,Is there trouble brewing in the land of DevOps?,https://blog.gardeviance.org/2015/08/is-there-trouble-brewing-in-land-of.html,0.0008401372576917939,0.04324447622297019,0.04669161667781546,1.0,0.018885741265344667,1.0,0.007927667729956516
3466583055,3466583055,"On Pioneers, Settlers, Town Planners and Theft.",https://blog.gardeviance.org/2015/03/on-pioneers-settlers-town-planners-and.html,0.0008502051406566474,0.043244040476557895,0.047010926686879416,1.0,0.0226628895184136,1.0,0.026199800908348225
4264585869,4264585869,"Why Agile, Lean and Six Sigma must die ...",https://blog.gardeviance.org/2015/06/why-agile-lean-and-six-sigma-must-die.html,0.0008318698776311377,0.043244834042107834,0.04518496760807852,1.0,0.010387157695939566,1.0,0.013445677908264326
2925317637,2925317637,Adoption cycles,https://blog.gardeviance.org/2012/07/adoption-cycles.html,0.0008315073761849221,0.04324484973147423,0.04545659809229295,1.0,0.0113314447592068,1.0,0.3308167220327103
385215474,385215474,When to use a Business Model Canvas or a SWOT?,https://blog.gardeviance.org/2015/11/when-to-use-business-model-canvas-or.html,0.0008310892834355189,0.04324486782687881,0.04518496760807852,1.0,0.010387157695939566,1.0,0.07025299396120391
73402947,73402947,On Diffusion and Evolution,https://blog.gardeviance.org/2015/08/on-diffusion-and-evolution.html,0.000839974385280324,0.043244483272224646,0.04659168100749022,1.0,0.017941454202077434,1.0,0.006984719447969899
886543107,886543107,A spoiler for the future - Bitcoin,https://blog.gardeviance.org/2013/11/a-spoiler-for-future-bitcoin.html,0.0008364298608297533,0.04324463668221342,0.04648114181559681,1.0,0.0169971671388102,1.0,0.057763800901208064
3311135442,3311135442,Bimodal IT - the new old hotness,https://blog.gardeviance.org/2014/11/bimodal-it-is-long-hand-for-snafu.html,0.0008337922107987429,0.04324475084191729,0.04606583277159021,1.0,0.014164305949008499,1.0,0.061665604566850704
1400506942,1400506942,Rebooting GDS,https://blog.gardeviance.org/2018/10/rebooting-gds.html,0.0009232237721619192,7.991579716621192e-05,0.00016486617568003888,0.0018885741265344666,0.0113314447592068,0.02948710809155204,0.0028944451287104323
3226180912,3226180912,What is an expert,https://blog.gardeviance.org/2018/10/what-is-expert.html,0.0009232237642840755,7.991210609151727e-05,0.00016487681768122557,0.0018885741265344666,0.0113314447592068,0.02864639688379139,0.001932753908795079
2077658512,2077658512,On Playing Chess,https://blog.gardeviance.org/2018/03/on-playing-chess.html,0.000923223780040491,7.991579750726615e-05,0.00016486541460511723,0.0018885741265344666,0.0113314447592068,0.03037691469221502,0.003855243827772036
468571724,468571724,Better for Less,https://blog.gardeviance.org/2017/08/better-for-less.html,0.000923223780042675,7.99157981893746e-05,0.00016486531144003217,0.0018885741265344666,0.0113314447592068,0.031320241334437476,0.00481515000597989
764885389,764885389,How to get to Strategy ... in ten steps!,https://blog.gardeviance.org/2014/11/how-to-get-to-strategy-in-ten-steps.html,0.000925576231826511,0.00023641174869159894,0.003804980474113295,0.0056657223796034,0.014164305949008499,0.5014204545454546,0.0
4031022511,4031022511,The Enterprise is slower than you think,https://blog.gardeviance.org/2014/11/the-enterprise-is-slower-than-you-think.html,0.0009260895737409172,0.0002764952556762304,0.003837477855314842,0.0066100094428706326,0.015108593012275733,0.5016579819990525,0.05502748071708695
23453760,23453760,On the impact of CEOs,https://blog.gardeviance.org/2014/11/on-impact-of-ceos.html,0.0009256624159538013,0.0002764176295406463,0.003841752998388146,0.0066100094428706326,0.015108593012275733,0.5016579819990525,0.0014533214568558394
1242678787,1242678787,Fool's mate in Business,https://blog.gardeviance.org/2014/11/fools-mate-in-business.html,0.000925576231826511,0.00023641174869159894,0.003804980474113295,0.0056657223796034,0.014164305949008499,0.5014204545454546,0.0
3412098867,3412098867,There are many chasms to cross ...,https://blog.gardeviance.org/2014/11/there-are-many-chasms-to-cross.html,0.000925576231826511,0.00023641174869159894,0.003804980474113295,0.0056657223796034,0.014164305949008499,0.5014204545454546,0.0
